Name,Area,Current Year,Crop Year,Crop Type,Tillage Type,Biomass Coefficient Product,Biomass Coefficient Straw,Biomass Coefficient Roots,Biomass Coefficient Extraroot,Nitrogen Content In Product,Nitrogen Content In Straw,Nitrogen Content In Roots,Nitrogen Content In Extraroot,Nitrogen Fixation,Nitrogen Deposit,Carbon Concentration,Yield,Harvest Method,Nitrogen Fertilizer Rate,Phosphorous Fertilizer Rate,Is Irrigated,Irrigation Type,Amount Of Irrigation,Moisture Content Of Crop,Moisture Content Of Crop Percentage,PercentageOfStrawReturnedToSoil,PercentageOfRootsReturnedToSoil,PercentageOfProductYieldReturnedToSoil,Is Pesticide Used,Number Of Pesticide Passes,Fuel Energy,Herbicide Energy,Fertilizer Blend,January Precipitation,February Precipitation,March Precipitation,April Precipitation,May Precipitation,June Precipitation,July Precipitation,August Precipitation,September Precipitation,October Precipitation,November Precipitation,December Precipitation,January Potential Evapotranspiration,February Potential Evapotranspiration,March Potential Evapotranspiration,April Potential Evapotranspiration,May Potential Evapotranspiration,June Potential Evapotranspiration,July Potential Evapotranspiration,August Potential Evapotranspiration,September Potential Evapotranspiration,October Potential Evapotranspiration,November Potential Evapotranspiration,December Potential Evapotranspiration,January Mean Temperature,February Mean Temperature,March Mean Temperature,April Mean Temperature,May Mean Temperature,June Mean Temperature,July Mean Temperature,August Mean Temperature,September Mean Temperature,October Mean Temperature,November Mean Temperature,December Mean Temperature,Province,Soil Great Group,Soil functional category,Bulk Density,Soil Texture,Soil Ph,Top Layer Thickness  (mm),Proportion Of Sand In Soil,Proportion Of Clay In Soil,Proportion Of Soil Organic Carbon,Change in soil carbon (delta_C_t) (kg C ha^-1),N2O Direct (kg N2O (ha)^-1),N2O Direct (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),N2O Indirect (kg N2O (ha)^-1),N2O Indirect (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),Energy CO2 (kg),Upstream CO2 (kg),Total_GHG
Farm27,0.535,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,66.661,0,160.09
Farm27,0.01708,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,1.864,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,2.1282,0,160.0918735
Farm27,0.01708,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,3.64,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,2.1282,0,160.0918735
Farm27,0.01708,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,4.892,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,2.1282,0,160.0918735
Farm27,0.01708,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,3.186,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,2.1282,0,160.0918735
Farm27,0.132,2025,2025,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,16.4472,0,160.09
Farm27,0.01708,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,4.48,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,2.1282,0,160.0918735
Farm27,0.01708,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,3.6,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,2.1282,0,160.0918735
Farm27,0.01708,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,4.501,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,2.1282,0,160.0918735
Farm27,0.01708,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,3.146,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,2.1282,0,160.0918735
Farm28,17.439,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,5000,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,13.407,13.2942,39.7034,75.487,103.2081,138.8536,151.5889,113.6059,70.6543,35.9821,16.1556,7.2277,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,DystricBrunisol,Brown,0.15,Medium,4.6999998,50,-0.09,-0.09,482.000008,0,0.0617,0.0617,0.0291,0.0291,2172.8994,0,149.3884
Farm28,20.934,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,5090.7184,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,13.407,13.2942,39.7034,75.487,103.2081,138.8536,151.5889,113.6059,70.6543,35.9821,16.1556,7.2277,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,DystricBrunisol,Brown,0.15,Medium,4.6999998,50,-0.09,-0.09,482.000008,0,0.0617,0.0617,0.0291,0.0291,2608.3764,0,149.3884
Farm28,27.794,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,2500.907184,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,13.407,13.2942,39.7034,75.487,103.2081,138.8536,151.5889,113.6059,70.6543,35.9821,16.1556,7.2277,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,DystricBrunisol,Brown,0.15,Medium,4.6999998,50,-0.09,-0.09,482.000008,0,0.0611,0.0611,0.0289,0.0289,3463.1324,0,149.17
Farm28,10.86,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,11.3398,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,13.407,13.2942,39.7034,75.487,103.2081,138.8536,151.5889,113.6059,70.6543,35.9821,16.1556,7.2277,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,DystricBrunisol,Brown,0.15,Medium,4.6999998,50,-0.09,-0.09,482.000008,0,0.0605,0.0605,0.0287,0.0287,1353.156,0,148.9516
Farm28,10.59,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,6090.71844,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,13.407,13.2942,39.7034,75.487,103.2081,138.8536,151.5889,113.6059,70.6543,35.9821,16.1556,7.2277,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,DystricBrunisol,Brown,0.15,Medium,4.6999998,50,-0.09,-0.09,482.000008,0,0.062,0.062,0.0292,0.0292,1319.514,0,149.4976
Farm29,0.264,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,32.8944,0,151.8454
Farm29,0.111,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,13.8306,0,151.8454
Farm29,0.291,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,36.2586,0,151.8454
Farm29,0.155,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,19.313,0,151.8454
Farm29,0.014,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,1.7444,0,151.8454
Farm29,0.241,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,30.0286,0,151.8454
Farm29,0.123,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,15.3258,0,151.8454
Farm29,0.498,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,534.2,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.0671,0.0671,0.0328,0.0328,62.0508,0,151.8727
Farm29,0.335,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,41.741,0,151.8454
Farm29,0.392,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,48.8432,0,151.8454
Farm29,0.046,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,5.7316,0,151.8454
Farm29,0.029,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,3.6134,0,151.8454
Farm29,0.203,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,25.2938,0,151.8454
Farm29,0.027,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,3.3642,0,151.8454
Farm29,0.016,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,1.9936,0,151.8454
Farm29,0.218,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,390.08,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.0671,0.0671,0.0328,0.0328,27.1628,0,151.8727
Farm29,0.579,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,507.92,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.0671,0.0671,0.0328,0.0328,72.1434,0,151.8727
Farm29,0.027,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,272.14,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.0671,0.0671,0.0328,0.0328,3.3642,0,151.8727
Farm29,0.045,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,5.607,0,151.8454
Farm29,0.029,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,374.19,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.0671,0.0671,0.0328,0.0328,3.6134,0,151.8727
Farm29,0.823,2025,2022,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,102.5458,0,151.8454
